0	250	 0 0 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0
0	250	 0 0 1 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0
0	250	 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
0	250	 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1	251	 0 0 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0
1	256	 0 0 1 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0
1	243	 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
1	234	 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1	1	 0 0 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0
1	1	 0 1 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0
1	1	 0 0 0 1 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0
1	1	 0 0 0 1 1 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0
1	1	 0 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0
1	1	 0 0 1 1 1 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0
1	1	 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0
1	2	 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0
1	1	 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
1	1	 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0
1	1	 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1	2	 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
1	1	 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1	1	 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0
2	247	 0 0 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0
2	253	 0 0 1 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0
2	258	 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
2	210	 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
