0	250	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0	250	0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
0	250	0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1
0	250	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
8	195	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8	238	0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
8	210	0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1
8	167	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
8	12	0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
8	3	0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
8	8	0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0
8	3	0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0
8	27	0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0
8	11	0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
8	13	0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
8	6	0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
8	1	0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
8	6	0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1
8	14	0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
8	8	0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0
8	4	0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8	6	0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0
8	1	0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1
8	4	0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1
8	3	0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1
8	4	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
8	4	0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0
8	5	0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1
8	10	0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
8	3	0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0
8	3	0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
8	5	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
8	2	0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0
8	1	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
8	1	0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1
8	4	0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
8	3	0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1
8	3	0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1
8	2	0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1
8	1	0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
8	1	0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0
8	4	0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1
8	3	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
8	1	1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
45	15	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
45	121	0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
45	23	0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1
45	33	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
45	11	0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0
45	115	0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
45	102	0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0
45	10	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
45	6	0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
45	1	0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
45	1	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
45	30	1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1
45	5	0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
45	7	0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0
45	10	0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
45	49	0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0
45	4	0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1
45	5	0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
45	11	1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
45	27	1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1
45	5	0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
45	2	0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1
45	34	1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
45	11	1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
45	15	0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0
45	2	0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0
45	41	0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0
45	7	0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0
45	3	1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0
45	6	0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0
45	14	0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0
45	1	0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0
45	4	0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
45	10	0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0
45	1	0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1
45	5	0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0
45	10	0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
45	14	1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0
45	5	0 0 1 1 0 0 0 1 1 0 0 1 0 0 0 1
45	6	1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
45	2	0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1
45	11	0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0
45	5	0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0
